Predicted Frequency,Stepper Position
14067011,977691
14067092,977699
14067172,977707
14067252,977715
14067342,977724
14067422,977732
14067502,977740
14067583,977748
14067663,977756
14067743,977764
14067823,977772
14067913,977781
14067994,977789
14068074,977797
14068154,977805
14068234,977813
14068314,977821
14068405,977830
14068485,977838
14068565,977846
14068645,977854
14068725,977862
14068806,977870
14068886,977878
14068976,977887
14069056,977895
14069136,977903
14069217,977911
14069297,977919
14069377,977927
14069457,977935
14069547,977944
14069628,977952
14069708,977960
14069788,977968
14069868,977976
14069948,977984
14070039,977993
14070119,978001
14070199,978009
14070279,978017
14070359,978025
14070439,978033
14070520,978041
14070610,978050
14070690,978058
14070770,978066
14070850,978074
14070931,978082
14071011,978090
14071091,978098
14071181,978107
14071261,978115
14071342,978123
14071422,978131
14071502,978139
14071582,978147
14071672,978156
14071753,978164
14071833,978172
14071913,978180
14071993,978188
14072073,978196
14072154,978204
14072244,978213
14072324,978221
14072404,978229
14072484,978237
14072565,978245
14072645,978253
14072725,978261
14072815,978270
14072895,978278
14072976,978286
14073056,978294
14073136,978302
14073216,978310
14073307,978319
14073387,978327
14073467,978335
14073547,978343
14073627,978351
14073708,978359
14073788,978367
14073878,978376
14073958,978384
14074038,978392
14074119,978400
14074199,978408
14074279,978416
14074359,978424
14074449,978433
14074530,978441
14074610,978449
14074690,978457
14074770,978465
14074850,978473
14074931,978481
14075021,978490
14075101,978498
14075181,978506
14075261,978514
14075342,978522
14075422,978530
14075512,978539
14075592,978547
14075672,978555
14075753,978563
14075833,978571
14075913,978579
14075993,978587
14076084,978596
14076164,978604
14076244,978612
14076324,978620
14076404,978628
14076485,978636
14076565,978644
14076655,978653
14076735,978661
14076815,978669
14076896,978677
14076976,978685
14077056,978693
14077146,978702
14077226,978710
14077307,978718
14077387,978726
14077467,978734
14077547,978742
14077628,978750
14077718,978759
14077798,978767
14077878,978775
14077958,978783
14078039,978791
14078119,978799
14078199,978807
14078289,978816
14078369,978824
14078450,978832
14078530,978840
14078610,978848
14078690,978856
14078781,978865
14078861,978873
14078941,978881
14079021,978889
14079101,978897
14079182,978905
14079262,978913
14079352,978922
14079432,978930
14079512,978938
14079593,978946
14079673,978954
14079753,978962
14079833,978970
14079924,978979
14080004,978987
14080084,978995
14080164,979003
14080244,979011
14080325,979019
14080415,979028
14080495,979036
14080575,979044
14080656,979052
14080736,979060
14080816,979068
14080896,979076
14080986,979085
14081067,979093
14081147,979101
14081227,979109
14081307,979117
14081387,979125
14081468,979133
14081558,979142
14081638,979150
14081718,979158
14081799,979166
14081879,979174
14081959,979182
14082049,979191
14082129,979199
14082210,979207
14082290,979215
14082370,979223
14082450,979231
14082531,979239
14082621,979248
14082701,979256
14082781,979264
14082861,979272
14082942,979280
14083022,979288
14083102,979296
14083192,979305
14083273,979313
14083353,979321
14083433,979329
14083513,979337
14083593,979345
14083684,979354
14083764,979362
14083844,979370
14083924,979378
14084005,979386
14084085,979394
14084165,979402
14084255,979411
14084336,979419
14084416,979427
14084496,979435
14084576,979443
14084656,979451
14084737,979459
14084827,979468
14084907,979476
14084987,979484
14085068,979492
14085148,979500
14085228,979508
14085318,979517
14085398,979525
14085479,979533
14085559,979541
14085639,979549
14085719,979557
14085800,979565
14085890,979574
14085970,979582
14086050,979590
14086131,979598
14086211,979606
14086291,979614
14086371,979622
14086461,979631
14086542,979639
14086622,979647
14086702,979655
14086782,979663
14086863,979671
14086943,979679
14087033,979688
14087113,979696
14087194,979704
14087274,979712
14087354,979720
14087434,979728
14087524,979737
14087605,979745
14087685,979753
14087765,979761
14087845,979769
14087926,979777
14088006,979785
14088096,979794
14088176,979802
14088257,979810
14088337,979818
14088417,979826
14088497,979834
14088578,979842
14088668,979851
14088748,979859
14088828,979867
14088908,979875
14088989,979883
14089069,979891
14089159,979900
14089239,979908
14089320,979916
14089400,979924
14089480,979932
14089560,979940
14089641,979948
14089731,979957
14089811,979965
14089891,979973
14089972,979981
14090052,979989
14090132,979997
14090212,980005
14090302,980014
14090383,980022
14090463,980030
14090543,980038
14090623,980046
14090704,980054
14090794,980063
14090874,980071
14090954,980079
14091035,980087
14091115,980095
14091195,980103
14091275,980111
14091366,980120
14091446,980128
14091526,980136
14091606,980144
14091687,980152
14091767,980160
14091847,980168
14091937,980177
14092018,980185
14092098,980193
14092178,980201
14092258,980209
14092338,980217
14092429,980226
14092509,980234
14092589,980242
14092669,980250
14092750,980258
14092830,980266
14092910,980274
14093000,980283
14093081,980291
14093161,980299
14093241,980307
14093321,980315
14093402,980323
14093482,980331
14093572,980340
14093652,980348
14093733,980356
14093813,980364
14093893,980372
14093973,980380
14094064,980389
14094144,980397
14094224,980405
14094304,980413
14094385,980421
14094465,980429
14094545,980437
14094635,980446
14094716,980454
14094796,980462
14094876,980470
14094956,980478
14095037,980486
14095117,980494
14095207,980503
14095287,980511
14095368,980519
14095448,980527
14095528,980535
14095608,980543
14095699,980552
14095779,980560
14095859,980568
14095939,980576
14096020,980584
14096100,980592
14096180,980600
14096270,980609
14096351,980617
14096431,980625
14096511,980633
14096591,980641
14096672,980649
14096752,980657
14096842,980666
14096922,980674
14097003,980682
14097083,980690
14097163,980698
14097243,980706
14097324,980714
14097414,980723
14097494,980731
14097574,980739
14097655,980747
14097735,980755
14097815,980763
14097905,980772
14097986,980780
14098066,980788
14098146,980796
14098226,980804
14098307,980812
14098387,980820
14098477,980829
14098557,980837
14098638,980845
14098718,980853
14098798,980861
14098878,980869
14098959,980877
14099049,980886
14099129,980894
14099209,980902
14099290,980910
14099370,980918
14099450,980926
14099541,980935
14099621,980943
14099701,980951
14099781,980959
14099862,980967
14099942,980975
14100022,980983
14100112,980992
14100193,981000
14100273,981008
14100353,981016
14100433,981024
14100514,981032
14100594,981040
14100684,981049
14100764,981057
14100845,981065
14100925,981073
14101005,981081
14101085,981089
14101176,981098
14101256,981106
14101336,981114
14101416,981122
14101497,981130
14101577,981138
14101657,981146
14101748,981155
14101828,981163
14101908,981171
14101988,981179
14102069,981187
14102149,981195
14102229,981203
14102319,981212
14102400,981220
14102480,981228
14102560,981236
14102640,981244
14102721,981252
14102811,981261
14102891,981269
14102971,981277
14103052,981285
14103132,981293
14103212,981301
14103293,981309
14103383,981318
14103463,981326
14103543,981334
14103624,981342
14103704,981350
14103784,981358
14103864,981366
14103955,981375
14104035,981383
14104115,981391
14104195,981399
14104276,981407
14104356,981415
14104446,981424
14104527,981432
14104607,981440
14104687,981448
14104767,981456
14104848,981464
14104928,981472
14105018,981481
14105098,981489
14105179,981497
14105259,981505
14105339,981513
14105419,981521
14105500,981529
14105590,981538
14105670,981546
14105751,981554
14105831,981562
14105911,981570
14105991,981578
14106082,981587
14106162,981595
14106242,981603
14106322,981611
14106403,981619
14106483,981627
14106563,981635
14106654,981644
14106734,981652
14106814,981660
14106894,981668
14106975,981676
14107055,981684
14107135,981692
14107225,981701
14107306,981709
14107386,981717
14107466,981725
14107547,981733
14107627,981741
14107707,981749
14107797,981758
14107878,981766
14107958,981774
14108038,981782
14108118,981790
14108199,981798
14108289,981807
14108369,981815
14108450,981823
14108530,981831
14108610,981839
14108690,981847
14108771,981855
14108861,981864
14108941,981872
14109021,981880
14109102,981888
14109182,981896
14109262,981904
14109343,981912
14109433,981921
14109513,981929
14109593,981937
14109674,981945
14109754,981953
14109834,981961
14109925,981970
14110005,981978
14110085,981986
14110165,981994
14110246,982002
14110326,982010
14110406,982018
14110496,982027
14110577,982035
14110657,982043
14110737,982051
14110818,982059
14110898,982067
14110978,982075
14111068,982084
14111149,982092
14111229,982100
14111309,982108
14111390,982116
14111470,982124
14111560,982133
14111640,982141
14111721,982149
14111801,982157
14111881,982165
14111962,982173
14112042,982181
14112132,982190
14112212,982198
14112293,982206
14112373,982214
14112453,982222
14112534,982230
14112614,982238
14112704,982247
14112784,982255
14112865,982263
14112945,982271
14113025,982279
14113105,982287
14113196,982296
14113276,982304
14113356,982312
14113437,982320
14113517,982328
14113597,982336
14113677,982344
14113768,982353
14113848,982361
14113928,982369
14114009,982377
14114089,982385
14114169,982393
14114249,982401
14114340,982410
14114420,982418
14114500,982426
14114581,982434
14114661,982442
14114741,982450
14114832,982459
14114912,982467
14114992,982475
14115072,982483
14115153,982491
14115233,982499
14115313,982507
14115404,982516
14115484,982524
14115564,982532
14115644,982540
14115725,982548
14115805,982556
14115885,982564
14115976,982573
14116056,982581
14116136,982589
14116216,982597
14116297,982605
14116377,982613
14116467,982622
14116548,982630
14116628,982638
14116708,982646
14116788,982654
14116869,982662
14116949,982670
14117039,982679
14117120,982687
14117200,982695
14117280,982703
14117361,982711
14117441,982719
14117521,982727
14117611,982736
14117692,982744
14117772,982752
14117852,982760
14117933,982768
14118013,982776
14118103,982785
14118183,982793
14118264,982801
14118344,982809
14118424,982817
14118505,982825
14118585,982833
14118675,982842
14118756,982850
14118836,982858
14118916,982866
14118996,982874
14119077,982882
14119157,982890
14119247,982899
14119328,982907
14119408,982915
14119488,982923
14119569,982931
14119649,982939
14119729,982947
14119819,982956
14119900,982964
14119980,982972
14120060,982980
14120141,982988
14120221,982996
14120311,983005
14120392,983013
14120472,983021
14120552,983029
14120632,983037
14120713,983045
14120793,983053
14120883,983062
14120964,983070
14121044,983078
14121124,983086
14121204,983094
14121285,983102
14121365,983110
14121455,983119
14121536,983127
14121616,983135
14121696,983143
14121777,983151
14121857,983159
14121947,983168
14122028,983176
14122108,983184
14122188,983192
14122268,983200
14122349,983208
14122429,983216
14122519,983225
14122600,983233
14122680,983241
14122760,983249
14122841,983257
14122921,983265
14123001,983273
14123091,983282
14123172,983290
14123252,983298
14123332,983306
14123413,983314
14123493,983322
14123583,983331
14123664,983339
14123744,983347
14123824,983355
14123905,983363
14123985,983371
14124065,983379
14124155,983388
14124236,983396
14124316,983404
14124396,983412
14124477,983420
14124557,983428
14124637,983436
14124728,983445
14124808,983453
14124888,983461
14124969,983469
14125049,983477
14125129,983485
14125219,983494
14125300,983502
14125380,983510
14125460,983518
14125541,983526
14125621,983534
14125701,983542
14125792,983551
14125872,983559
14125952,983567
14126033,983575
14126113,983583
14126193,983591
14126273,983599
14126364,983608
14126444,983616
14126524,983624
14126605,983632
14126685,983640
14126765,983648
14126856,983657
14126936,983665
14127016,983673
14127097,983681
14127177,983689
14127257,983697
14127338,983705
14127428,983714
14127508,983722
14127588,983730
14127669,983738
14127749,983746
14127829,983754
14127910,983762
14128000,983771
14128080,983779
14128161,983787
14128241,983795
14128321,983803
14128402,983811
14128492,983820
14128572,983828
14128653,983836
14128733,983844
14128813,983852
14128894,983860
14128974,983868
14129064,983877
14129144,983885
14129225,983893
14129305,983901
14129385,983909
14129466,983917
14129546,983925
14129636,983934
14129717,983942
14129797,983950
14129877,983958
14129958,983966
14130038,983974
14130118,983982
14130209,983991
14130289,983999
14130369,984007
14130450,984015
14130530,984023
14130610,984031
14130701,984040
14130781,984048
14130861,984056
14130941,984064
14131022,984072
14131102,984080
14131182,984088
14131273,984097
14131353,984105
14131433,984113
14131514,984121
14131594,984129
14131674,984137
14131755,984145
14131845,984154
14131925,984162
14132006,984170
14132086,984178
14132166,984186
14132247,984194
14132337,984203
14132417,984211
14132498,984219
14132578,984227
14132658,984235
14132739,984243
14132819,984251
14132909,984260
14132990,984268
14133070,984276
14133150,984284
14133231,984292
14133311,984300
14133391,984308
14133482,984317
14133562,984325
14133642,984333
14133722,984341
14133803,984349
14133883,984357
14133973,984366
14134054,984374
14134134,984382
14134214,984390
14134295,984398
14134375,984406
14134455,984414
14134546,984423
14134626,984431
14134706,984439
14134787,984447
14134867,984455
14134947,984463
14135028,984471
14135118,984480
14135198,984488
14135279,984496
14135359,984504
14135439,984512
14135520,984520
14135610,984529
14135690,984537
14135771,984545
14135851,984553
14135931,984561
14136012,984569
14136092,984577
14136182,984586
14136263,984594
14136343,984602
14136423,984610
14136504,984618
14136584,984626
14136664,984634
14136755,984643
14136835,984651
14136915,984659
14136996,984667
14137076,984675
14137156,984683
14137247,984692
14137327,984700
14137407,984708
14137488,984716
14137568,984724
14137648,984732
14137729,984740
14137819,984749
14137899,984757
14137980,984765
14138060,984773
14138140,984781
14138221,984789
14138301,984797
14138391,984806
14138472,984814
14138552,984822
14138632,984830
14138713,984838
14138793,984846
14138883,984855
14138964,984863
14139044,984871
14139124,984879
14139205,984887
14139285,984895
14139365,984903
14139456,984912
14139536,984920
14139616,984928
14139697,984936
14139777,984944
14139857,984952
14139938,984960
14140028,984969
14140108,984977
14140189,984985
14140269,984993
14140349,985001
14140430,985009
14140520,985018
14140600,985026
14140681,985034
14140761,985042
14140841,985050
14140922,985058
14141002,985066
14141092,985075
14141173,985083
14141253,985091
14141333,985099
14141414,985107
14141494,985115
14141574,985123
14141665,985132
14141745,985140
14141826,985148
14141906,985156
14141986,985164
14142067,985172
14142147,985180
14142237,985189
14142318,985197
14142398,985205
14142478,985213
14142559,985221
14142639,985229
14142729,985238
14142810,985246
14142890,985254
14142970,985262
14143051,985270
14143131,985278
14143211,985286
14143302,985295
14143382,985303
14143462,985311
14143543,985319
14143623,985327
14143703,985335
14143784,985343
14143874,985352
14143954,985360
14144035,985368
14144115,985376
14144196,985384
14144276,985392
14144366,985401
14144447,985409
14144527,985417
14144607,985425
14144688,985433
14144768,985441
14144848,985449
14144939,985458
14145019,985466
14145099,985474
14145180,985482
14145260,985490
14145340,985498
14145421,985506
14145511,985515
14145591,985523
14145672,985531
14145752,985539
14145832,985547
14145913,985555
14146003,985564
14146084,985572
14146164,985580
14146244,985588
14146325,985596
14146405,985604
14146485,985612
14146576,985621
14146656,985629
14146736,985637
14146817,985645
14146897,985653
14146977,985661
14147058,985669
14147148,985678
14147228,985686
14147309,985694
14147389,985702
14147470,985710
14147550,985718
14147640,985727
14147721,985735
14147801,985743
14147881,985751
14147962,985759
14148042,985767
14148122,985775
14148213,985784
14148293,985792
14148373,985800
14148454,985808
14148534,985816
14148614,985824
14148695,985832
14148785,985841
14148866,985849
14148946,985857
14149026,985865
14149107,985873
14149187,985881
14149277,985890
14149358,985898
14149438,985906
14149518,985914
14149599,985922
14149679,985930
14149759,985938
14149850,985947
14149930,985955
14150011,985963
14150091,985971
14150171,985979
14150252,985987
14150332,985995
14150422,986004
14150503,986012
14150583,986020
14150663,986028
14150744,986036
14150824,986044
14150915,986053
14150995,986061
14151075,986069
14151156,986077
14151236,986085
14151316,986093
14151397,986101
14151487,986110
14151567,986118
14151648,986126
14151728,986134
14151808,986142
14151889,986150
14151969,986158
14152060,986167
14152140,986175
14152220,986183
14152301,986191
14152381,986199
14152461,986207
14152542,986215
14152632,986224
14152712,986232
14152793,986240
14152873,986248
14152954,986256
14153034,986264
14153124,986273
14153205,986281
14153285,986289
14153365,986297
14153446,986305
14153526,986313
14153606,986321
14153697,986330
14153777,986338
14153858,986346
14153938,986354
14154018,986362
14154099,986370
14154179,986378
14154269,986387
14154350,986395
14154430,986403
14154510,986411
14154591,986419
14154671,986427
14154762,986436
14154842,986444
14154922,986452
14155003,986460
14155083,986468
14155163,986476
14155244,986484
14155334,986493
14155415,986501
14155495,986509
14155575,986517
14155656,986525
14155736,986533
14155816,986541
14155907,986550
14155987,986558
14156068,986566
14156148,986574
14156228,986582
14156309,986590
14156399,986599
14156479,986607
14156560,986615
14156640,986623
14156720,986631
14156801,986639
14156881,986647
14156972,986656
14157052,986664
14157132,986672
14157213,986680
14157293,986688
14157373,986696
14157454,986704
14157544,986713
14157625,986721
14157705,986729
14157785,986737
14157866,986745
14157946,986753
14158036,986762
14158117,986770
14158197,986778
14158278,986786
14158358,986794
14158438,986802
14158519,986810
14158609,986819
14158689,986827
14158770,986835
14158850,986843
14158931,986851
14159011,986859
14159091,986867
14159182,986876
14159262,986884
14159342,986892
14159423,986900
14159503,986908
14159584,986916
14159674,986925
14159754,986933
14159835,986941
14159915,986949
14159995,986957
14160076,986965
14160156,986973
14160247,986982
14160327,986990
14160407,986998
14160488,987006
14160568,987014
14160648,987022
14160729,987030
14160819,987039
14160900,987047
14160980,987055
14161060,987063
14161141,987071
14161221,987079
14161312,987088
14161392,987096
14161472,987104
14161553,987112
14161633,987120
14161713,987128
14161794,987136
14161884,987145
14161965,987153
14162045,987161
14162125,987169
14162206,987177
14162286,987185
14162366,987193
14162457,987202
14162537,987210
14162618,987218
14162698,987226
14162778,987234
14162859,987242
14162939,987250
14163030,987259
14163110,987267
14163190,987275
14163271,987283
14163351,987291
14163431,987299
14163522,987308
14163602,987316
14163683,987324
14163763,987332
14163843,987340
14163924,987348
14164004,987356
14164095,987365
14164175,987373
14164255,987381
14164336,987389
14164416,987397
14164496,987405
14164577,987413
14164667,987422
14164748,987430
14164828,987438
14164908,987446
14164989,987454
14165069,987462
14165160,987471
14165240,987479
14165320,987487
14165401,987495
14165481,987503
14165561,987511
14165642,987519
14165732,987528
14165813,987536
14165893,987544
14165973,987552
14166054,987560
14166134,987568
14166215,987576
14166305,987585
14166385,987593
14166466,987601
14166546,987609
14166627,987617
14166707,987625
14166797,987634
14166878,987642
14166958,987650
14167039,987658
14167119,987666
14167199,987674
14167280,987682
14167370,987691
14167450,987699
14167531,987707
14167611,987715
14167692,987723
14167772,987731
14167852,987739
14167943,987748
14168023,987756
14168104,987764
14168184,987772
14168264,987780
14168345,987788
14168435,987797
14168516,987805
14168596,987813
14168676,987821
14168757,987829
14168837,987837
14168918,987845
14169008,987854
14169088,987862
14169169,987870
14169249,987878
14169330,987886
14169410,987894
14169490,987902
14169581,987911
14169661,987919
14169742,987927
14169822,987935
14169902,987943
14169983,987951
14170073,987960
14170154,987968
14170234,987976
14170314,987984
14170395,987992
14170475,988000
14170555,988008
14170646,988017
14170726,988025
14170807,988033
14170887,988041
14170967,988049
14171048,988057
14171128,988065
14171219,988074
14171299,988082
14171379,988090
14171460,988098
14171540,988106
14171621,988114
14171711,988123
14171792,988131
14171872,988139
14171952,988147
14172033,988155
14172113,988163
14172193,988171
14172284,988180
14172364,988188
14172445,988196
14172525,988204
14172605,988212
14172686,988220
14172766,988228
14172857,988237
14172937,988245
14173018,988253
14173098,988261
14173178,988269
14173259,988277
14173349,988286
14173430,988294
14173510,988302
14173590,988310
14173671,988318
14173751,988326
14173832,988334
14173922,988343
14174002,988351
14174083,988359
14174163,988367
14174244,988375
14174324,988383
14174404,988391
14174495,988400
14174575,988408
14174656,988416
14174736,988424
14174816,988432
14174897,988440
14174977,988448
14175068,988457
14175148,988465
14175228,988473
14175309,988481
14175389,988489
14175470,988497
14175560,988506
14175641,988514
14175721,988522
14175801,988530
14175882,988538
14175962,988546
14176043,988554
14176133,988563
14176213,988571
14176294,988579
14176374,988587
14176455,988595
14176535,988603
14176615,988611
14176706,988620
14176786,988628
14176867,988636
14176947,988644
14177027,988652
14177108,988660
14177198,988669
14177279,988677
14177359,988685
14177440,988693
14177520,988701
14177600,988709
14177681,988717
14177771,988726
14177852,988734
14177932,988742
14178012,988750
14178093,988758
14178173,988766
14178254,988774
14178344,988783
14178424,988791
14178505,988799
14178585,988807
14178666,988815
14178746,988823
14178837,988832
14178917,988840
14178997,988848
14179078,988856
14179158,988864
14179239,988872
14179319,988880
14179409,988889
14179490,988897
14179570,988905
14179651,988913
14179731,988921
14179811,988929
14179892,988937
14179982,988946
14180063,988954
14180143,988962
14180224,988970
14180304,988978
14180384,988986
14180475,988995
14180555,989003
14180636,989011
14180716,989019
14180797,989027
14180877,989035
14180957,989043
14181048,989052
14181128,989060
14181209,989068
14181289,989076
14181369,989084
14181450,989092
14181530,989100
14181621,989109
14181701,989117
14181782,989125
14181862,989133
14181942,989141
14182023,989149
14182113,989158
14182194,989166
14182274,989174
14182354,989182
14182435,989190
14182515,989198
14182596,989206
14182686,989215
14182767,989223
14182847,989231
14182927,989239
14183008,989247
14183088,989255
14183169,989263
14183259,989272
14183340,989280
14183420,989288
14183500,989296
14183581,989304
14183661,989312
14183752,989321
14183832,989329
14183913,989337
14183993,989345
14184073,989353
14184154,989361
14184234,989369
14184325,989378
14184405,989386
14184485,989394
14184566,989402
14184646,989410
14184727,989418
14184807,989426
14184898,989435
14184978,989443
14185058,989451
14185139,989459
14185219,989467
14185300,989475
14185380,989483
14185471,989492
14185551,989500
14185631,989508
14185712,989516
14185792,989524
14185873,989532
14185963,989541
14186044,989549
14186124,989557
14186204,989565
14186285,989573
14186365,989581
14186446,989589
14186536,989598
14186617,989606
14186697,989614
14186777,989622
14186858,989630
14186938,989638
14187019,989646
14187109,989655
14187190,989663
14187270,989671
14187350,989679
14187431,989687
14187511,989695
14187602,989704
14187682,989712
14187763,989720
14187843,989728
14187923,989736
14188004,989744
14188084,989752
14188175,989761
14188255,989769
14188336,989777
14188416,989785
14188497,989793
14188577,989801
14188657,989809
14188748,989818
14188828,989826
14188909,989834
14188989,989842
14189070,989850
14189150,989858
14189240,989867
14189321,989875
14189401,989883
14189482,989891
14189562,989899
14189643,989907
14189723,989915
14189813,989924
14189894,989932
14189974,989940
14190055,989948
14190135,989956
14190216,989964
14190296,989972
14190387,989981
14190467,989989
14190547,989997
14190628,990005
14190708,990013
14190789,990021
14190879,990030
14190960,990038
14191040,990046
14191120,990054
14191201,990062
14191281,990070
14191362,990078
14191452,990087
14191533,990095
14191613,990103
14191694,990111
14191774,990119
14191854,990127
14191935,990135
14192025,990144
14192106,990152
14192186,990160
14192267,990168
14192347,990176
14192427,990184
14192518,990193
14192598,990201
14192679,990209
14192759,990217
14192840,990225
14192920,990233
14193001,990241
14193091,990250
14193171,990258
14193252,990266
14193332,990274
14193413,990282
14193493,990290
14193574,990298
14193664,990307
14193745,990315
14193825,990323
14193905,990331
14193986,990339
14194066,990347
14194157,990356
14194237,990364
14194318,990372
14194398,990380
14194479,990388
14194559,990396
14194639,990404
14194730,990413
14194810,990421
14194891,990429
14194971,990437
14195052,990445
14195132,990453
14195213,990461
14195303,990470
14195383,990478
14195464,990486
14195544,990494
14195625,990502
14195705,990510
14195796,990519
14195876,990527
14195957,990535
14196037,990543
14196117,990551
14196198,990559
14196278,990567
14196369,990576
14196449,990584
14196530,990592
14196610,990600
14196691,990608
14196771,990616
14196851,990624
14196942,990633
14197022,990641
14197103,990649
14197183,990657
14197264,990665
14197344,990673
14197425,990681
14197515,990690
14197596,990698
14197676,990706
14197756,990714
14197837,990722
14197917,990730
14198008,990739
14198088,990747
14198169,990755
14198249,990763
14198330,990771
14198410,990779
14198490,990787
14198581,990796
14198661,990804
14198742,990812
14198822,990820
14198903,990828
14198983,990836
14199064,990844
14199154,990853
14199235,990861
14199315,990869
14199395,990877
14199476,990885
14199556,990893
14199647,990902
14199727,990910
14199808,990918
14199888,990926
14199969,990934
14200049,990942
14200130,990950
14200220,990959
14200300,990967
14200381,990975
14200461,990983
14200542,990991
14200622,990999
14200703,991007
14200793,991016
14200874,991024
14200954,991032
14201035,991040
14201115,991048
14201195,991056
14201286,991065
14201366,991073
14201447,991081
14201527,991089
14201608,991097
14201688,991105
14201769,991113
14201859,991122
14201940,991130
14202020,991138
14202101,991146
14202181,991154
14202261,991162
14202342,991170
14202432,991179
14202513,991187
14202593,991195
14202674,991203
14202754,991211
14202835,991219
14202925,991228
14203006,991236
14203086,991244
14203166,991252
14203247,991260
14203327,991268
14203408,991276
14203498,991285
14203579,991293
14203659,991301
14203740,991309
14203820,991317
14203901,991325
14203981,991333
14204072,991342
14204152,991350
14204232,991358
14204313,991366
14204393,991374
14204474,991382
14204564,991391
14204645,991399
14204725,991407
14204806,991415
14204886,991423
14204967,991431
14205047,991439
14205138,991448
14205218,991456
14205299,991464
14205379,991472
14205459,991480
14205540,991488
14205620,991496
14205711,991505
14205791,991513
14205872,991521
14205952,991529
14206033,991537
14206113,991545
14206204,991554
14206284,991562
14206365,991570
14206445,991578
14206526,991586
14206606,991594
14206686,991602
14206777,991611
14206857,991619
14206938,991627
14207018,991635
14207099,991643
14207179,991651
14207260,991659
14207350,991668
14207431,991676
14207511,991684
14207592,991692
14207672,991700
14207753,991708
14207833,991716
14207923,991725
14208004,991733
14208084,991741
14208165,991749
14208245,991757
14208326,991765
14208416,991774
14208497,991782
14208577,991790
14208658,991798
14208738,991806
14208819,991814
14208899,991822
14208990,991831
14209070,991839
14209151,991847
14209231,991855
14209311,991863
14209392,991871
14209472,991879
14209563,991888
14209643,991896
14209724,991904
14209804,991912
14209885,991920
14209965,991928
14210056,991937
14210136,991945
14210217,991953
14210297,991961
14210378,991969
14210458,991977
14210539,991985
14210629,991994
14210710,992002
14210790,992010
14210870,992018
14210951,992026
14211031,992034
14211112,992042
14211202,992051
14211283,992059
14211363,992067
14211444,992075
14211524,992083
14211605,992091
14211695,992100
14211776,992108
14211856,992116
14211937,992124
14212017,992132
14212098,992140
14212178,992148
14212269,992157
14212349,992165
14212430,992173
14212510,992181
14212590,992189
14212671,992197
14212751,992205
14212842,992214
14212922,992222
14213003,992230
14213083,992238
14213164,992246
14213244,992254
14213335,992263
14213415,992271
14213496,992279
14213576,992287
14213657,992295
14213737,992303
14213818,992311
14213908,992320
14213989,992328
14214069,992336
14214150,992344
14214230,992352
14214311,992360
14214391,992368
14214482,992377
14214562,992385
14214643,992393
14214723,992401
14214803,992409
14214884,992417
14214974,992426
14215055,992434
14215135,992442
14215216,992450
14215296,992458
14215377,992466
14215457,992474
14215548,992483
14215628,992491
14215709,992499
14215789,992507
14215870,992515
14215950,992523
14216031,992531
14216121,992540
14216202,992548
14216282,992556
14216363,992564
14216443,992572
14216524,992580
14216614,992589
14216695,992597
14216775,992605
14216856,992613
14216936,992621
14217017,992629
14217097,992637
14217188,992646
14217268,992654
14217349,992662
14217429,992670
14217509,992678
14217590,992686
14217670,992694
14217761,992703
14217841,992711
14217922,992719
14218002,992727
14218083,992735
14218163,992743
14218254,992752
14218334,992760
14218415,992768
14218495,992776
14218576,992784
14218656,992792
14218737,992800
14218827,992809
14218908,992817
14218988,992825
14219069,992833
14219149,992841
14219230,992849
14219310,992857
14219401,992866
14219481,992874
14219562,992882
14219642,992890
14219723,992898
14219803,992906
14219884,992914
14219974,992923
14220055,992931
14220135,992939
14220216,992947
14220296,992955
14220377,992963
14220467,992972
14220548,992980
14220628,992988
14220709,992996
14220789,993004
14220870,993012
14220950,993020
14221041,993029
14221121,993037
14221202,993045
14221282,993053
14221363,993061
14221443,993069
14221524,993077
14221614,993086
14221695,993094
14221775,993102
14221856,993110
14221936,993118
14222017,993126
14222107,993135
14222188,993143
14222268,993151
14222349,993159
14222429,993167
14222510,993175
14222590,993183
14222681,993192
14222761,993200
14222842,993208
14222922,993216
14223003,993224
14223083,993232
14223163,993240
14223254,993249
14223335,993257
14223415,993265
14223496,993273
14223576,993281
14223656,993289
14223747,993298
14223828,993306
14223908,993314
14223989,993322
14224069,993330
14224149,993338
14224230,993346
14224321,993355
14224401,993363
14224482,993371
14224562,993379
14224642,993387
14224723,993395
14224803,993403
14224894,993412
14224975,993420
14225055,993428
14225136,993436
14225216,993444
14225297,993452
14225387,993461
14225468,993469
14225548,993477
14225629,993485
14225709,993493
14225790,993501
14225870,993509
14225961,993518
14226041,993526
14226122,993534
14226202,993542
14226283,993550
14226363,993558
14226444,993566
14226534,993575
14226615,993583
14226695,993591
14226776,993599
14226856,993607
14226937,993615
14227027,993624
14227108,993632
14227188,993640
14227269,993648
14227349,993656
14227430,993664
14227510,993672
14227601,993681
14227681,993689
14227762,993697
14227842,993705
14227923,993713
14228003,993721
14228084,993729
14228174,993738
14228255,993746
14228335,993754
14228416,993762
14228496,993770
14228577,993778
14228667,993787
14228748,993795
14228828,993803
14228909,993811
14228989,993819
14229070,993827
14229150,993835
14229241,993844
14229321,993852
14229402,993860
14229482,993868
14229563,993876
14229643,993884
14229724,993892
14229814,993901
14229895,993909
14229975,993917
14230056,993925
14230136,993933
14230217,993941
14230297,993949
14230388,993958
